id,order_id,product_id
50191,34502,9220
88104,60499,29064
101810,69877,15349
112497,77291,9220
145414,100102,15349
150201,103465,15349
160807,110755,28862
8171,5671,15744
13451,9285,9220
14144,9792,28548
27674,19042,15349
28593,19677,28589
29123,20039,9220
31667,21799,28921
62737,43099,13662
62890,43201,9220
71577,49132,15744
97867,67189,15349
114027,78348,28921
116354,79990,13662
117026,80465,15349
118147,81215,9220
126981,87329,29008
143492,98782,13662
159776,110034,15349
160224,110349,28548
164391,113234,29008
169151,116520,28862
170995,117771,15349
178332,122825,29008
40713,27972,15531
60069,41283,25276
115761,79570,28551
142754,98257,15531
157471,108465,12265
168229,115885,28551
10825,7481,9621
11862,8179,12265
14952,10351,15531
16531,11426,12265
27867,19173,12354
38663,26560,12265
46216,31767,9621
56816,39052,9621
64246,44106,15531
64887,44544,12664
85374,58633,12351
91000,62466,15531
122219,84043,12664
170677,117549,12351
179085,123347,28551
180671,124447,15531
830,588,28551
46414,31911,12664
51290,35241,15531
79122,54329,12265
112096,77018,12351
130297,89632,15531
149250,102800,12664
150092,103393,12354
152481,105035,12351
165431,113942,9621
15298,10589,12351
78809,54117,12664
99263,68119,12265
159244,109689,25276
172636,118879,28551
20467,14106,28551
21191,14611,9621
46789,32180,12354
61774,42447,15531
67912,46596,12351
73332,50348,12351
78715,54055,12354
82188,56471,12664
86335,59295,12351
95172,65331,12265
95666,65676,15531
100596,69034,25276
117682,80913,15531
127334,87584,25276
135591,93288,12351
137704,94781,12354
142295,97940,28551
152230,104857,12265
11464,7910,28951
99979,68617,28951
139953,96360,28951
7030,4901,28951
109247,75014,28951
162723,112067,28951
6265,4358,28951
16549,11438,28951
59066,40603,28972
85834,58956,28972
81813,56217,28972
84839,58266,28972
132901,91393,28972
167279,115222,28972
117895,81052,28972
167754,115559,28972
9755,6757,28972
79465,54576,28972
90343,62018,28972
98195,67400,28972
110803,76092,28972
138193,95122,28972
165854,114241,28972
180995,124656,28972
181750,125155,28972
142461,98050,628
46753,32158,628
81251,55825,628
83930,57657,628
64422,44226,628
96170,66026,628
163540,112637,628
71287,48930,628
157739,108658,628
2196,1527,13607
15242,10549,13607
78234,53728,15248
178877,123206,15248
48767,33527,13607
13910,9621,13607
25841,17809,13607
73356,50364,13607
2727,1908,15248
121373,83435,15248
176671,121699,15248
28682,19736,9044
99273,68127,9044
113783,78177,9044
73996,50812,28557
6,4,28557
63478,43593,28557
37096,25488,28557
76711,52684,28557
84231,57849,28557
112444,77255,28557
170886,117703,28557
46139,31710,12659
89389,61380,12659
18056,12454,12659
180012,123975,12659
31091,21394,29025
45279,31133,29026
48443,33307,29025
86053,59107,29026
8291,5755,29026
17609,12146,29025
37745,25930,29025
60313,41445,29025
65452,44916,29026
74954,51467,29025
67314,46180,12580
113909,78268,12580
135018,92895,12580
23530,16221,12580
113919,78275,12580
125042,85993,12580
8061,5599,12580
2692,1880,9013
87689,60214,9013
179018,123302,12657
16246,11224,9013
107913,74100,12657
113464,77955,9013
138763,95525,9013
156942,108095,12657
663,466,9013
27777,19112,12657
52102,35805,9013
140605,96799,12657
96985,66582,12657
101830,69891,12657
12188,8404,12657
10930,7558,13943
84648,58134,13943
108614,74592,13943
140924,97020,13943
99968,68608,15834
101695,69799,13943
125056,86002,15834
145805,100355,15834
69356,47581,13943
101045,69349,13943
102859,70596,13943
173615,119569,13943
39766,27318,15834
49166,33801,13943
158454,109137,13943
62791,43130,28406
162957,112225,28406
171484,118110,28406
84755,58208,28406
90696,62268,28406
3186,2228,28406
65389,44877,28406
113981,78318,28406
153358,105631,28406
152953,105359,28715
156031,107455,28715
21543,14869,28715
106844,73368,28715
61853,42503,28715
129492,89088,28715
36042,24762,28715
58726,40371,28715
102344,70239,28715
55580,38188,13696
78734,54066,13696
143588,98849,28679
150312,103533,13696
153480,105719,13696
182090,125375,13696
4219,2957,28679
28996,19950,15917
35560,24443,15784
43143,29691,15917
47529,32696,28668
55201,37937,15917
65167,44723,15917
130380,89690,14248
130785,89959,14248
133186,91601,28668
138452,95302,28679
160990,110867,14248
5769,4012,28679
23444,16160,14248
71549,49109,15784
87133,59846,15784
103644,71135,28679
121132,83258,14248
122949,84565,15917
137053,94332,13696
75699,51989,15917
155798,107297,28668
1206,835,15917
7360,5122,15784
44275,30447,28679
45031,30967,28668
60524,41588,14248
66243,45447,15917
81621,56091,28668
87408,60032,28668
111948,76913,13696
117077,80499,28668
130105,89495,15917
163813,112845,15419
168642,116182,14248
176939,121875,15917
30697,21116,24843
170256,117271,24843
33880,23274,24843
97066,66643,12689
99594,68352,12689
50529,34728,12689
50889,34972,12689
138530,95358,12689
46926,32277,12689
178133,122680,12689
72947,50076,12689
111996,76945,12689
1273,879,14118
122083,83940,14118
48430,33298,14118
177018,121928,14118
151144,104119,14118
87038,59788,12602
63358,43509,12602
24705,17033,12602
5229,3643,28395
15678,10856,28395
66306,45490,11027
80494,55293,11027
99532,68306,28395
102016,70012,11027
126564,87036,11027
128571,88434,11027
129808,89300,11027
135821,93452,11027
140268,96578,28395
146969,101178,11027
166581,114737,28395
179426,123573,28395
78643,54008,11027
116666,80210,28395
153821,105950,11027
165596,114057,11027
28307,19482,11027
61997,42612,28395
74722,51317,28395
173284,119339,12684
177351,122155,12684
141482,97397,12684
98701,67733,12612
163891,112905,12612
70479,48368,12612
172721,118936,12612
110022,75557,12612
137591,94711,12612
71327,48954,13891
88431,60730,25046
136673,94040,28873
171281,117964,28873
174346,120055,29033
15901,11003,25046
23447,16161,9035
53771,36939,25046
84441,57987,9035
91725,62978,25046
100890,69241,13891
116771,80283,9035
136833,94162,9035
7754,5385,25046
52622,36154,28873
60786,41767,29033
63367,43517,28873
81472,55983,25046
146335,100728,13891
122055,83918,13891
135928,93519,13891
170084,117147,29033
26072,17964,29033
75781,52051,28873
93325,64087,29033
157929,108773,29033
49355,33933,28577
67702,46446,28577
126689,87126,28577
22302,15382,28577
30189,20766,28577
96868,66502,28577
132134,90886,28577
5178,3608,12677
5288,3686,29112
60662,41682,15805
69817,47907,10938
89819,61656,29112
124345,85520,14167
158229,108973,14274
166118,114421,13913
177364,122162,29065
4377,3063,15805
22131,15275,14274
43657,30052,13979
44879,30861,12677
47893,32934,29065
87606,60161,28758
90445,62093,15829
95426,65517,15884
96925,66540,12677
105494,72423,14167
114141,78432,15805
130929,90059,14274
132423,91070,14167
145205,99956,15805
145510,100168,29065
147617,101635,28491
152979,105376,9164
155615,107172,15884
157449,108451,29065
168413,116018,13979
176104,121298,13979
14115,9769,15884
38990,26794,10938
44042,30303,29112
62544,42971,15884
66608,45700,13913
70122,48113,15805
75274,51690,10938
76669,52656,28491
85812,58943,29065
87793,60281,13923
92503,63514,13913
93455,64177,28758
100909,69255,13979
102964,70666,13979
110694,76023,9164
135879,93484,14167
137389,94574,13913
138259,95167,15829
150313,103534,10938
19051,13137,13979
43274,29770,15788
77599,53305,13913
80453,55270,9164
89635,61540,15805
91620,62903,10938
109459,75163,14274
121347,83413,13913
135109,92953,29065
164458,113282,14274
164731,113465,29065
8532,5927,10938
35743,24557,10938
43182,29711,10938
44735,30762,15805
53234,36572,29112
53737,36915,15788
68420,46949,14167
69499,47685,14274
91624,62907,14167
91926,63113,29065
97740,67102,10938
103766,71217,29112
104179,71496,12677
104414,71681,28758
105157,72208,13979
109383,75106,9410
110304,75754,13913
112888,77553,28491
118857,81690,15884
119107,81862,13913
122866,84504,29065
127508,87695,14167
129835,89318,29065
132066,90833,14167
134429,92486,15829
138760,95523,14167
142418,98021,14167
143280,98623,9410
143484,98778,28758
146825,101077,28491
155961,107409,10938
163392,112529,15805
167212,115178,28491
173447,119454,14274
180190,124107,28491
181705,125125,28491
98948,67896,12667
3577,2498,12667
181483,124976,12667
23228,16026,12667
128551,88419,12667
45855,31519,13614
91684,62950,15253
142176,97860,15253
29766,20456,13614
31042,21362,15253
159385,109777,13614
38010,26115,13614
44069,30315,15253
76547,52568,15253
135961,93539,15253
36595,25154,15253
45668,31397,15253
62535,42966,15253
72402,49695,15253
111477,76576,28530
135141,92979,28530
157922,108770,28530
160855,110785,28530
181690,125115,28530
74405,51108,28344
154828,106642,28344
33807,23225,28344
90522,62149,28344
180777,124519,28344
27586,18985,28344
40129,27566,28344
155865,107346,28344
178847,123184,12628
140370,96641,12628
72162,49532,12628
66950,45922,12603
141532,97429,12603
175003,120521,12603
49478,34020,12603
67264,46145,12603
63779,43793,12603
41665,28639,12603
77678,53358,12603
88102,60498,12603
55823,38363,28970
163130,112344,28970
40917,28117,28970
134065,92215,28970
165409,113925,28970
104331,71618,28970
80327,55182,13940
168454,116048,13940
170330,117317,15824
69038,47369,13940
79694,54737,15824
106786,73330,15824
140849,96968,15824
160223,110348,15824
162331,111799,15824
32440,22320,13921
46384,31888,15757
139728,96195,13921
117711,80936,13921
125566,86362,15757
144647,99584,13921
158933,109475,15757
163539,112637,15757
101947,69964,13921
161600,111292,15757
177165,122033,13921
47030,32349,13921
72472,49745,15757
93423,64153,13921
124975,85948,15757
138615,95413,15757
70869,48636,28705
109978,75527,28705
54598,37522,28705
96406,66191,28705
166144,114436,28705
25985,17907,28705
123893,85211,28705
2444,1709,12625
20625,14211,12625
72017,49438,15843
105323,72316,28657
106666,73239,28657
108778,74704,28657
112890,77555,28657
120483,82799,13944
161209,111020,28657
51467,35362,15843
51686,35518,13944
60900,41842,28657
78316,53786,15843
103264,70868,28657
113437,77936,15843
132539,91141,15843
148534,102287,13944
158088,108881,13944
16166,11168,28657
16738,11563,13944
69124,47428,13944
112395,77224,28657
113347,77881,15843
77399,53161,28657
22596,15575,15843
54849,37692,15843
63765,43786,13944
102713,70500,13944
109872,75449,15843
139535,96066,28657
170660,117538,28657
434,309,28544
115955,79705,28544
174608,120240,28544
136140,93666,28544
55342,38031,24922
111096,76298,28370
16601,11473,25265
28335,19504,25265
30663,21093,25265
117716,80938,25265
118407,81377,24922
153169,105510,24922
155683,107219,28370
9769,6765,24922
48248,33178,24922
72461,49736,28370
81180,55777,25265
89387,61378,25265
162130,111658,24922
173150,119239,25265
17919,12359,25265
52491,36059,25265
93074,63902,25265
119647,82221,24922
119953,82430,25265
16980,11712,24922
30148,20738,24922
76014,52218,24922
88955,61078,28370
89306,61321,28370
124326,85503,28370
135711,93376,15432
159577,109912,15432
23314,16081,13706
27226,18734,15432
162366,111825,13706
156711,107932,13706
97127,66687,13706
147451,101518,28892
96041,65929,28892
168608,116158,28892
74568,51212,28892
129669,89198,28892
62945,43237,14064
80323,55179,14064
91318,62687,14064
34015,23374,14064
46257,31794,14064
44174,30380,14064
97755,67111,14064
136306,93781,14064
41351,28409,14064
72198,49550,14064
48308,33220,15692
114419,78628,15692
121421,83470,13862
6812,4741,15692
18686,12875,13862
110586,75943,15692
172423,118743,15692
49579,34089,13862
63013,43283,15692
141875,97658,13862
149844,103209,13862
82488,56680,28826
95243,65379,28826
136707,94066,28826
143426,98732,28826
179068,123336,28826
12114,8352,28384
52846,36310,28384
17213,11876,28384
103095,70752,28384
130283,89621,28384
14913,10327,28384
51137,35146,28384
13477,9305,9031
16157,11161,9031
51077,35103,9031
165247,113815,9031
76612,52619,9202
83301,57236,9202
178374,122848,9031
77460,53207,9031
86492,59395,9202
97658,67043,9202
172818,119008,9031
18603,12818,28454
23970,16515,28411
147792,101764,28454
172128,118553,28411
24990,17232,28454
30297,20841,28411
63933,43892,28411
77826,53459,28454
89214,61258,28454
132470,91097,28454
132618,91195,28454
157923,108770,28454
5092,3551,28411
59322,40777,28411
99754,68460,28454
101513,69668,28411
113602,78048,28411
170878,117698,28454
178471,122911,28454
27215,18727,24824
107127,73566,25165
63796,43800,24824
75768,52042,25165
40724,27981,25165
80197,55094,25165
119044,81826,24824
37301,25640,25165
133125,91557,25165
139156,95790,25165
144446,99449,25165
43760,30120,15575
79709,54746,28711
142597,98138,15569
161087,110940,15569
165417,113931,14008
168243,115898,13791
176932,121870,28711
25016,17253,14258
30305,20846,28711
38415,26390,13791
39049,26837,10690
42973,29577,14258
54750,37630,13780
80337,55190,13780
81741,56168,14008
82448,56651,10690
88249,60600,28711
97379,66859,28457
104359,71639,14008
112807,77496,28457
135704,93372,10690
171385,118040,13780
16775,11583,14008
65309,44819,15569
69662,47798,15575
72462,49737,28711
100008,68637,10690
115984,79721,14258
124414,85569,28457
126638,87087,10690
141917,97684,13791
147530,101573,14008
171150,117879,28457
173529,119510,13791
19687,13585,15569
39532,27158,28711
68810,47211,28457
90630,62225,10690
119453,82097,28711
24562,16930,28711
45985,31603,14258
65318,44823,28711
96641,66355,14008
130767,89943,15575
156708,107930,15569
35385,24327,28803
147686,101685,28803
181373,124915,28803
41708,28668,28803
4942,3447,13778
5219,3635,13656
12479,8619,15334
14550,10077,24836
31851,21923,5876
34931,24002,24836
39573,27186,28462
47309,32543,15830
52087,35795,5917
55269,37979,13778
60614,41645,13778
65669,45064,15334
70245,48201,15334
71953,49403,14327
98425,67560,13778
99141,68038,5876
103293,70887,13778
109286,75042,12613
133084,91527,28462
135323,93108,14210
136334,93801,15571
136747,94097,15830
151915,104640,13937
159986,110179,15830
160115,110271,15830
80,56,6115
1857,1287,12613
6652,4630,14210
11486,7922,28462
15680,10858,9442
18594,12813,28462
28548,19647,9442
45590,31340,13778
69068,47391,14327
73565,50520,13656
73991,50809,12613
88619,60852,5845
96719,66406,15571
97622,67017,13937
99428,68234,15830
101446,69621,15830
107038,73502,14327
113105,77700,7068
128296,88236,6115
134240,92339,28462
140681,96850,5845
145244,99985,9442
157185,108258,28462
161979,111551,13937
162539,111944,11201
163995,112971,15830
4954,3457,13778
6398,4442,12613
11234,7748,14327
12486,8625,12613
18557,12788,13937
22899,15785,9442
36511,25087,11201
42231,29039,6115
48182,33134,9442
56985,39164,9442
67404,46239,5917
90031,61805,13937
94598,64942,24836
96895,66522,14210
103761,71215,14210
110069,75586,5845
110515,75894,14210
112419,77242,24836
117541,80814,13937
125951,86621,15830
126997,87340,28462
144367,99389,15830
148458,102233,5876
161021,110889,12613
167524,115400,13656
174642,120265,9442
178393,122861,5845
6151,4273,13937
12077,8326,9442
77582,53293,12613
82570,56730,15334
105102,72167,13656
115250,79208,9442
125507,86322,7068
128668,88504,13778
181625,125069,11201
2107,1468,13778
8506,5914,28462
24065,16583,7068
30669,21097,13656
40923,28121,13656
45377,31204,5845
46370,31876,15830
54591,37515,5845
56676,38952,15571
56856,39073,24836
60315,41446,14210
67296,46168,5876
69337,47568,13937
81022,55666,5845
82729,56836,15571
93931,64498,5917
106562,73165,13778
109243,75012,28462
125012,85977,7068
125367,86224,7068
126939,87299,24836
158288,109021,5845
173496,119488,5876
12036,8302,28992
23155,15967,28992
24859,17148,9002
38387,26371,28992
86236,59233,24793
9651,6683,18719
11848,8170,16949
69084,47400,11016
81064,55694,9002
81572,56055,11016
96718,66405,24793
99113,68019,28992
105724,72588,18719
113730,78138,16949
150014,103337,28992
152254,104875,18719
161362,111120,16949
26345,18150,28992
91189,62592,16949
93888,64471,9002
95394,65493,16949
113851,78229,18719
147004,101198,28992
163335,112493,28992
58527,40236,11016
77542,53264,11016
36361,24989,16949
53106,36482,9002
54143,37213,18719
61459,42223,9002
63339,43494,9002
69991,48021,9002
74090,50882,24793
91261,62643,28992
110348,75782,28992
127044,87379,11016
156042,107462,16949
173709,119630,9002
40922,28120,13972
125545,86348,13972
98752,67764,13972
45324,31163,13972
46163,31729,13972
134955,92851,13972
39102,26870,12588
92769,63685,12588
143166,98553,24660
79762,54781,24660
24564,16932,24660
135468,93202,24660
151004,104017,24660
175052,120551,24660
53317,36635,28922
167572,115432,28922
176360,121476,28922
135100,92947,28922
131165,90220,28922
168089,115799,28922
13902,9615,28357
14908,10324,28357
89885,61696,28357
134111,92244,28357
144846,99704,28357
181258,124836,28357
10188,7052,28357
72100,49488,28357
177722,122394,28357
4115,2880,28357
87004,59768,28357
4538,3177,28963
53685,36876,28963
15364,10635,28963
43903,30216,28963
71927,49382,28963
77952,53539,28963
41055,28211,25323
42855,29491,14216
52837,36306,14216
59210,40702,15376
98686,67724,14216
152743,105207,14216
21642,14938,13678
103564,71080,15376
130230,89582,15376
172011,118478,25323
174073,119872,25323
49590,34097,15376
102233,70162,25323
105678,72552,14216
109665,75307,14216
172890,119063,25323
4481,3138,25323
56696,38968,15376
5601,3902,15376
12748,8806,15376
16982,11714,25323
25983,17906,25323
49600,34101,25323
67774,46498,14216
76186,52331,25323
84449,57993,15376
84526,58056,15376
87723,60237,13678
98151,67373,13678
116141,79837,15376
25519,17590,9085
102058,70037,6250
134032,92189,9380
144691,99612,6250
179061,123333,6250
64247,44106,6250
104731,71902,6250
115526,79403,9380
119728,82277,9380
141206,97213,6250
165044,113672,6250
152626,105125,9085
33486,23008,9380
142050,97772,9085
142694,98211,6250
171445,118082,9085
171810,118343,6250
178820,123168,14197
149071,102666,14197
14008,9694,14197
110024,75557,14197
146464,100826,14197
71607,49154,24715
135921,93514,18570
61602,42325,18570
85431,58672,18570
80844,55535,24715
14872,10294,24715
51103,35118,18570
86946,59731,24715
91193,62595,24715
103267,70870,24715
145728,100309,18570
150582,103736,18570
22464,15490,12559
99784,68480,12559
12860,8884,12559
63090,43338,12559
5561,3873,12559
32385,22289,12559
38831,26684,12559
168065,115778,12559
30579,21035,28613
81830,56227,28613
172719,118934,28613
177080,121971,28613
4361,3054,28613
115974,79713,28613
138002,94985,14192
72108,49495,14192
85289,58577,14192
15607,10799,14192
82963,57002,14192
33819,23234,14246
96397,66183,14246
98592,67671,14246
133692,91953,14246
164899,113575,14246
110099,75601,14246
31498,21671,14246
66906,45897,14246
121907,83819,14246
51761,35575,11213
20267,13970,11213
99599,68354,11213
31568,21718,11213
53431,36712,11213
9848,6820,11213
99131,68029,15953
127444,87650,15953
136329,93797,15953
131751,90609,15953
13664,9439,13870
111602,76661,28712
8997,6234,13870
26403,18194,28712
31884,21943,15704
65284,44803,13870
99180,68061,13870
131990,90781,28712
180058,124008,13870
6825,4749,28712
122719,84401,13870
83988,57690,13870
24788,17094,15704
78717,54057,15704
78836,54131,13870
148426,102212,13870
156260,107610,15704
160468,110526,13870
6284,4372,14037
135868,93479,14037
39123,26883,14037
152961,105365,14037
180274,124171,14037
82902,56956,14037
111294,76440,14037
4718,3293,10822
105833,72668,6106
124319,85498,5904
161719,111374,5904
27275,18760,6106
49997,34364,6106
71322,48952,6106
78885,54165,6106
95466,65541,10822
114001,78332,5775
126501,86996,5934
128339,88266,5904
140073,96439,5934
151743,104519,5934
163316,112475,5775
166974,115015,5904
15463,10707,5904
21156,14584,5934
36123,24812,5934
119630,82212,5904
176227,121377,5904
54754,37631,5904
97136,66694,10822
143122,98520,5904
152084,104761,10822
5314,3705,10822
47266,32513,10822
61987,42603,6106
69022,47358,6106
73327,50345,6106
74240,50990,10822
79746,54770,5904
81637,56100,5775
117530,80806,6106
120709,82957,5775
126585,87053,6106
151143,104118,5775
174865,120422,5934
150687,103799,12565
13496,9317,12565
40031,27499,12565
75453,51814,12565
46972,32306,9149
27051,18616,9149
3135,2195,28378
3350,2339,25205
8978,6221,28446
21406,14768,13928
33464,22992,24832
44785,30790,25242
47332,32559,24833
58243,40029,13566
80664,55409,28378
103623,71124,25242
120917,83107,25205
126237,86823,9185
143273,98619,25242
160811,110758,25205
1385,960,25242
4711,3287,24833
7848,5455,24832
14907,10324,24833
20581,14181,13928
31527,21694,24833
37178,25548,24833
48639,33442,15816
78876,54159,24833
80776,55483,9185
84783,58227,24832
106812,73349,13928
110114,75611,12435
122713,84395,12435
131191,90240,24833
132433,91076,28446
150948,103979,15816
156946,108098,25288
160668,110658,25288
164485,113301,25242
172258,118635,24832
2435,1701,15816
5159,3598,25205
5740,3985,24832
9530,6599,25242
11810,8141,24833
20640,14222,25288
23362,16111,28446
27639,19020,25242
30658,21089,25242
37108,25495,13928
37777,25949,24833
57005,39178,25242
87189,59879,25242
99499,68279,25205
117988,81110,12435
128447,88343,13566
147942,101873,9185
2927,2054,9185
9260,6414,28378
35258,24243,24832
70467,48360,25242
114316,78551,15816
154937,106717,25205
181461,124963,24833
4136,2895,25242
7424,5156,25288
7528,5230,13928
10956,7577,12435
18764,12936,25205
24963,17216,9185
40521,27829,15816
59237,40722,15816
59533,40923,25288
60177,41359,28446
71613,49158,24832
73683,50602,13928
74080,50873,28378
77007,52885,24832
98083,67329,12435
103850,71278,25205
107831,74046,28446
110356,75788,24832
110654,75994,13928
115930,79688,13928
117620,80868,12435
137412,94588,25205
141643,97503,13566
145982,100485,25205
160085,110250,28378
163203,112399,28378
126014,86666,14489
131329,90328,15988
139335,95919,14489
144457,99456,14042
148283,102112,14042
5134,3584,14489
22420,15462,14042
118825,81667,29090
163288,112453,15988
72425,49709,15988
74032,50840,14042
140516,96743,29090
152824,105261,14489
1945,1350,14489
13971,9669,14042
33548,23051,29090
108137,74259,14042
110291,75746,15988
133008,91468,15988
153110,105469,15988
8514,5919,15864
9622,6662,17043
11044,7633,28599
11874,8191,28575
15100,10456,14225
16406,11333,25636
16448,11362,14326
19177,13234,29028
27033,18605,14086
27445,18886,13665
40411,27754,12867
44703,30740,6063
50153,34476,12867
52949,36377,9392
71721,49239,28885
75001,51503,25151
75608,51925,9001
78851,54140,25322
84440,57986,15864
96029,65919,9264
99779,68475,25151
116464,80071,28885
118225,81262,14086
145298,100018,935
167915,115676,9419
168924,116362,14326
179184,123411,14225
181285,124856,9001
3952,2767,24963
10053,6955,25151
18742,12919,25636
19664,13569,9001
20521,14141,16411
21353,14724,28575
25691,17700,6085
28651,19720,16411
28774,19793,9419
29401,20218,29028
32902,22635,6063
38386,26370,9392
47219,32482,25151
47825,32891,9264
50462,34684,13665
55672,38253,6085
61268,42100,15864
65171,44726,24963
66480,45604,6271
69416,47622,13988
70388,48302,6063
74422,51119,28599
75342,51736,13665
76791,52738,14086
79778,54792,9419
80047,54994,14326
82460,56660,29028
85376,58635,14086
87749,60254,14225
89332,61342,13988
89541,61475,25322
90571,62183,15864
91630,62913,14225
97686,67064,6085
102433,70304,25636
109921,75485,9264
110149,75636,17043
111371,76495,6063
118029,81137,25322
119829,82349,15864
120072,82522,9419
124048,85307,25636
125835,86548,25322
131618,90520,12867
132662,91230,28885
133097,91538,28815
133231,91637,28599
136854,94178,28815
138450,95301,14086
154340,106316,9392
158038,108845,28575
168248,115902,935
169982,117077,13988
171378,118035,29028
176353,121469,14225
177882,122504,28885
178889,123214,9392
179525,123638,6085
181594,125046,28815
12139,8368,28575
26424,18207,9264
30427,20931,15864
37840,25989,29028
39227,26953,6271
40845,28061,9264
54567,37497,13665
74133,50913,25636
76463,52507,9392
81392,55926,14326
84482,58022,15864
95555,65596,25636
97466,66918,29028
102675,70473,25636
105705,72575,28599
111329,76465,14086
118073,81163,13988
122283,84092,25151
128956,88696,14326
133543,91848,14225
134050,92205,6271
139079,95740,5799
144520,99493,16411
146061,100531,25322
148659,102380,935
154810,106631,9001
156318,107648,9419
164369,113221,17043
176623,121663,6085
178316,122815,14225
179182,123410,9419
318,227,25322
13478,9306,17043
40671,27938,9419
68927,47291,9264
80948,55606,24963
110987,76223,28885
123603,85008,13665
141262,97245,6063
146647,100950,16411
169368,116669,9392
176996,121913,14326
178860,123195,935
1983,1375,14326
2283,1591,14326
4242,2972,14086
5671,3943,25322
11364,7839,6085
11700,8066,25636
14898,10316,25151
15410,10671,9419
20200,13924,13988
22107,15261,14086
22676,15630,6085
25829,17800,14326
29428,20233,14086
31862,21929,29028
38998,26801,9001
46164,31729,9392
55870,38388,935
55877,38394,6063
56638,38923,14225
58470,40193,28599
58618,40300,9419
74643,51263,9264
76680,52664,6063
81953,56306,28575
83316,57246,12867
84235,57852,16411
84701,58174,12867
87207,59892,6063
90223,61937,28599
91727,62980,935
92511,63517,9264
100858,69216,9392
107071,73521,14225
108127,74253,6063
114119,78415,13988
116692,80231,9419
119429,82081,14225
122406,84172,24963
125126,86057,12867
125729,86469,13988
127063,87391,14326
132040,90815,16411
141610,97483,13988
146957,101168,17043
148569,102313,12867
150252,103498,16411
153655,105836,9392
155951,107401,25322
158228,108972,9392
171682,118251,24963
171808,118341,935
174183,119942,14225
177137,122010,28885
178221,122745,25151
24452,16852,9414
29511,20287,13840
40146,27576,28785
47996,33000,12533
59089,40619,5955
72120,49502,9414
83460,57350,12539
102124,70083,13840
126235,86821,9414
128253,88207,12702
148502,102261,13840
175982,121208,9414
178366,122842,9414
3430,2391,13840
20152,13892,13973
23059,15901,9303
32270,22211,15260
32657,22474,9303
43238,29752,12702
58875,40470,12572
60876,41825,15667
78322,53792,12533
78667,54024,9414
78891,54169,8987
79770,54787,15667
88856,61013,28785
97856,67180,5955
98230,67428,13973
109681,75314,9414
109708,75338,9303
116229,79897,13973
