order_id,user_id,transaction_amount,num_of_item
21799,17295,2.9500000476837158,1
43099,34388,2.9500000476837158,1
43201,34466,2.9500000476837158,1
67189,53539,2.9500000476837158,1
78348,62432,2.9500000476837158,1
81215,64724,2.9500000476837158,1
110034,87747,2.9500000476837158,1
110349,88008,2.9500000476837158,1
122825,97886,2.9500000476837158,1
41283,32948,2.9900000095367432,1
115885,92365,2.9900000095367432,1
8179,6486,2.9900000095367432,1
10351,8238,2.9900000095367432,1
26560,21101,2.9900000095367432,1
31767,25403,2.9900000095367432,1
39052,31203,2.9900000095367432,1
58633,46767,2.9900000095367432,1
117549,93650,2.9900000095367432,1
124447,99183,2.9900000095367432,1
588,471,2.9900000095367432,1
31911,25528,2.9900000095367432,1
35241,28168,2.9900000095367432,1
77018,61356,2.9900000095367432,1
102800,82053,2.9900000095367432,1
113942,90893,2.9900000095367432,1
10589,8407,2.9900000095367432,1
109689,87463,2.9900000095367432,1
14611,11553,2.9900000095367432,1
50348,40131,2.9900000095367432,1
56471,45014,2.9900000095367432,1
69034,54996,2.9900000095367432,1
94781,75643,2.9900000095367432,1
97940,78157,2.9900000095367432,1
68617,54657,3.0,1
75014,59742,3.0,1
112067,89361,3.0,1
4358,3486,3.0,1
11438,9080,3.0,1
58956,47023,3.0899999141693115,1
91393,72909,3.0899999141693115,1
81052,64587,3.0899999141693115,1
62018,49431,3.0899999141693115,1
67400,53701,3.0899999141693115,1
95122,75902,3.0899999141693115,1
98050,78234,3.1099998950958248,1
32158,25722,3.1099998950958248,1
57657,45984,3.1099998950958248,1
108658,86629,3.1099998950958248,1
53728,42819,3.1700000762939453,1
123206,98187,3.1700000762939453,1
33527,26825,3.1700000762939453,1
9621,7637,3.1700000762939453,1
83435,66513,3.1700000762939453,1
78177,62286,3.2000000476837158,1
50812,40487,3.25,1
4,5,3.25,1
43593,34766,3.25,1
117703,93778,3.25,1
31710,25365,3.2799999713897705,1
61380,48950,3.2799999713897705,1
59107,47142,3.2899999618530278,1
5755,4573,3.2899999618530278,1
12146,9640,3.2899999618530278,1
41445,33065,3.2899999618530278,1
51467,41048,3.2899999618530278,1
46180,36852,3.369999885559082,1
16221,12826,3.369999885559082,1
78275,62366,3.369999885559082,1
1880,1496,3.3900001049041748,1
60214,48039,3.3900001049041748,1
11224,8913,3.3900001049041748,1
77955,62112,3.3900001049041748,1
466,372,3.3900001049041748,1
8404,6668,3.3900001049041748,1
58134,46352,3.4000000953674321,1
97020,77446,3.4000000953674321,1
68608,54648,3.4000000953674321,1
47581,37933,3.4000000953674321,1
119569,95234,3.4000000953674321,1
109137,87012,3.4000000953674321,1
112225,89494,3.4600000381469727,1
118110,94104,3.4600000381469727,1
2228,1763,3.4600000381469727,1
105631,84241,3.4600000381469727,1
14869,11756,3.4800000190734863,1
73368,58405,3.4800000190734863,1
42503,33946,3.4800000190734863,1
40371,32206,3.4800000190734863,1
38188,30528,3.5,1
103533,82621,3.5,1
105719,84310,3.5,1
125375,99947,3.5,1
2957,2354,3.5,1
19950,15814,3.5,1
32696,26175,3.5,1
37937,30301,3.5,1
89690,71555,3.5,1
4012,3197,3.5,1
83258,66369,3.5,1
84565,67442,3.5,1
30967,24760,3.5,1
45447,36273,3.5,1
60032,47883,3.5,1
80499,64158,3.5,1
89495,71384,3.5,1
21116,16735,3.5999999046325684,1
23274,18453,3.5999999046325684,1
34728,27784,3.6700000762939449,1
34972,27956,3.6700000762939449,1
32277,25820,3.6700000762939449,1
122680,97767,3.6700000762939449,1
50076,39917,3.6700000762939449,1
76945,61301,3.6700000762939449,1
879,712,3.7000000476837158,1
83940,66941,3.7000000476837158,1
104119,83054,3.7000000476837158,1
17033,13496,3.75,1
3643,2914,3.7999999523162842,1
10856,8618,3.7999999523162842,1
88434,70501,3.7999999523162842,1
89300,71226,3.7999999523162842,1
80210,63942,3.7999999523162842,1
114057,90975,3.7999999523162842,1
42612,34020,3.7999999523162842,1
48368,38537,3.9000000953674321,1
11003,8730,3.9500000476837158,1
57987,46233,3.9500000476837158,1
62978,50162,3.9500000476837158,1
69241,55153,3.9500000476837158,1
80283,63996,3.9500000476837158,1
5385,4273,3.9500000476837158,1
36154,28873,3.9500000476837158,1
41767,33346,3.9500000476837158,1
55983,44634,3.9500000476837158,1
83918,66920,3.9500000476837158,1
17964,14253,3.9500000476837158,1
52051,41495,3.9500000476837158,1
64087,51044,3.9500000476837158,1
108773,86715,3.9500000476837158,1
33933,27157,3.9800000190734863,1
46446,37050,3.9800000190734863,1
87126,69507,3.9800000190734863,1
90886,72485,3.9800000190734863,1
3686,2952,3.9900000095367432,1
47907,38168,3.9900000095367432,1
85520,68225,3.9900000095367432,1
108973,86879,3.9900000095367432,1
30052,24029,3.9900000095367432,1
30861,24673,3.9900000095367432,1
60161,47987,3.9900000095367432,1
72423,57622,3.9900000095367432,1
78432,62505,3.9900000095367432,1
91070,72631,3.9900000095367432,1
99956,79756,3.9900000095367432,1
100168,79935,3.9900000095367432,1
105376,84046,3.9900000095367432,1
116018,92472,3.9900000095367432,1
121298,96640,3.9900000095367432,1
9769,7765,3.9900000095367432,1
26794,21307,3.9900000095367432,1
45700,36480,3.9900000095367432,1
60281,48088,3.9900000095367432,1
63514,50575,3.9900000095367432,1
64177,51127,3.9900000095367432,1
69255,55160,3.9900000095367432,1
70666,56247,3.9900000095367432,1
76023,60557,3.9900000095367432,1
94574,75472,3.9900000095367432,1
95167,75936,3.9900000095367432,1
13137,10425,3.9900000095367432,1
29770,23779,3.9900000095367432,1
53305,42483,3.9900000095367432,1
83413,66495,3.9900000095367432,1
5927,4711,3.9900000095367432,1
24557,19510,3.9900000095367432,1
29711,23728,3.9900000095367432,1
36572,29216,3.9900000095367432,1
36915,29482,3.9900000095367432,1
62907,50110,3.9900000095367432,1
67102,53472,3.9900000095367432,1
71496,56895,3.9900000095367432,1
75106,59814,3.9900000095367432,1
75754,60330,3.9900000095367432,1
77553,61779,3.9900000095367432,1
81862,65249,3.9900000095367432,1
84504,67389,3.9900000095367432,1
87695,69938,3.9900000095367432,1
89318,71236,3.9900000095367432,1
92486,73784,3.9900000095367432,1
101077,80644,3.9900000095367432,1
107409,85618,3.9900000095367432,1
112529,89730,3.9900000095367432,1
115178,91830,3.9900000095367432,1
119454,95156,3.9900000095367432,1
124107,98902,3.9900000095367432,1
67896,54099,4.0,1
97860,78096,4.0100002288818359,1
52568,41914,4.0100002288818359,1
25154,19991,4.0100002288818359,1
42966,34283,4.0100002288818359,1
92979,74194,4.0399999618530273,1
110785,88351,4.0399999618530273,1
125115,99733,4.0399999618530273,1
51108,40747,4.0799999237060556,1
106642,85032,4.0799999237060556,1
62149,49530,4.0799999237060556,1
27566,21932,4.0799999237060556,1
107346,85568,4.0799999237060556,1
45922,36640,4.1100001335144043,1
34020,27228,4.1100001335144043,1
46145,36822,4.1100001335144043,1
60498,48258,4.1100001335144043,1
112344,89579,4.130000114440918,1
28117,22379,4.130000114440918,1
92215,73570,4.130000114440918,1
113925,90877,4.130000114440918,1
71618,56980,4.130000114440918,1
55182,43979,4.1500000953674316,1
73330,58376,4.1500000953674316,1
110348,88007,4.1500000953674316,1
111799,89142,4.1500000953674316,1
96195,76751,4.2100000381469727,1
86362,68864,4.2100000381469727,1
99584,79456,4.2100000381469727,1
109475,87275,4.2100000381469727,1
122033,97242,4.2100000381469727,1
32349,25877,4.2100000381469727,1
49745,39643,4.2100000381469727,1
64153,51101,4.2100000381469727,1
85948,68563,4.2100000381469727,1
37522,29989,4.2699999809265137,1
66191,52751,4.2699999809265137,1
114436,91263,4.2699999809265137,1
1709,1386,4.3299999237060556,1
14211,11261,4.3299999237060556,1
49438,39409,4.380000114440918,1
72316,57537,4.380000114440918,1
73239,58312,4.380000114440918,1
74704,59482,4.380000114440918,1
77555,61779,4.380000114440918,1
41842,33415,4.380000114440918,1
53786,42859,4.380000114440918,1
108881,86807,4.380000114440918,1
11563,9174,4.380000114440918,1
47428,37817,4.380000114440918,1
15575,12337,4.380000114440918,1
37692,30122,4.380000114440918,1
43786,34917,4.380000114440918,1
70500,56125,4.380000114440918,1
96066,76640,4.380000114440918,1
79705,63504,4.4899997711181641,1
120240,95773,4.4899997711181641,1
93666,74757,4.4899997711181641,1
38031,30387,4.5,1
76298,60784,4.5,1
11473,9105,4.5,1
19504,15431,4.5,1
21093,16716,4.5,1
107219,85466,4.5,1
6765,5389,4.5,1
33178,26536,4.5,1
49736,39637,4.5,1
55777,44454,4.5,1
63902,50901,4.5,1
82430,65707,4.5,1
11712,9285,4.5,1
52218,41627,4.5,1
61078,48708,4.5,1
61321,48901,4.5,1
85503,68205,4.5,1
109912,87638,4.5799999237060556,1
18734,14838,4.5799999237060556,1
66687,53152,4.5799999237060556,1
116158,92578,4.630000114440918,1
62687,49938,4.679999828338623,1
23374,18534,4.679999828338623,1
93781,74851,4.679999828338623,1
28409,22631,4.679999828338623,1
33220,26568,4.7300000190734863,1
78628,62654,4.7300000190734863,1
75943,60485,4.7300000190734863,1
118743,94598,4.7300000190734863,1
34089,27284,4.7300000190734863,1
43283,34522,4.7300000190734863,1
103209,82363,4.7300000190734863,1
11876,9411,4.8400001525878906,1
89621,71484,4.8400001525878906,1
9305,7376,4.8499999046325684,1
11161,8862,4.8499999046325684,1
122848,97900,4.8499999046325684,1
59395,47370,4.8499999046325684,1
17232,13652,4.880000114440918,1
91195,72739,4.880000114440918,1
3551,2835,4.880000114440918,1
40777,32547,4.880000114440918,1
68460,54536,4.880000114440918,1
78048,62187,4.880000114440918,1
52042,41485,4.8899998664855957,1
27981,22270,4.8899998664855957,1
55094,43905,4.8899998664855957,1
99449,79338,4.8899998664855957,1
30120,24086,4.9499998092651367,1
54746,43619,4.9499998092651367,1
98138,78303,4.9499998092651367,1
110940,88462,4.9499998092651367,1
115898,92375,4.9499998092651367,1
121870,97125,4.9499998092651367,1
55190,43985,4.9499998092651367,1
56168,44761,4.9499998092651367,1
60600,48333,4.9499998092651367,1
71639,56995,4.9499998092651367,1
11583,9189,4.9499998092651367,1
47798,38084,4.9499998092651367,1
49737,39637,4.9499998092651367,1
87087,69477,4.9499998092651367,1
119510,95195,4.9499998092651367,1
13585,10766,4.9499998092651367,1
62225,49590,4.9499998092651367,1
82097,65448,4.9499998092651367,1
44823,35791,4.9499998092651367,1
89943,71747,4.9499998092651367,1
107930,86042,4.9499998092651367,1
24327,19333,4.96999979019165,1
28668,22859,4.96999979019165,1
3635,2907,4.9899997711181641,1
8619,6845,4.9899997711181641,1
21923,17398,4.9899997711181641,1
24002,19039,4.9899997711181641,1
27186,21613,4.9899997711181641,1
32543,26028,4.9899997711181641,1
41645,33223,4.9899997711181641,1
45064,35960,4.9899997711181641,1
49403,39381,4.9899997711181641,1
67560,53834,4.9899997711181641,1
75042,59761,4.9899997711181641,1
91527,73009,4.9899997711181641,1
93801,74869,4.9899997711181641,1
110179,87874,4.9899997711181641,1
110271,87951,4.9899997711181641,1
56,46,4.9899997711181641,1
4630,3689,4.9899997711181641,1
12813,10168,4.9899997711181641,1
31340,25071,4.9899997711181641,1
60852,48541,4.9899997711181641,1
66406,52930,4.9899997711181641,1
68234,54365,4.9899997711181641,1
69621,55446,4.9899997711181641,1
73502,58513,4.9899997711181641,1
77700,61900,4.9899997711181641,1
108258,86319,4.9899997711181641,1
111551,88954,4.9899997711181641,1
111944,89258,4.9899997711181641,1
3457,2762,4.9899997711181641,1
7748,6140,4.9899997711181641,1
15785,12494,4.9899997711181641,1
33134,26504,4.9899997711181641,1
61805,49269,4.9899997711181641,1
66522,53014,4.9899997711181641,1
75586,60194,4.9899997711181641,1
75894,60446,4.9899997711181641,1
86621,69103,4.9899997711181641,1
8326,6600,4.9899997711181641,1
53293,42471,4.9899997711181641,1
5914,4700,4.9899997711181641,1
21097,16719,4.9899997711181641,1
28121,22381,4.9899997711181641,1
38952,31123,4.9899997711181641,1
39073,31222,4.9899997711181641,1
46168,36842,4.9899997711181641,1
47568,37924,4.9899997711181641,1
64498,51390,4.9899997711181641,1
73165,58255,4.9899997711181641,1
87299,69633,4.9899997711181641,1
8302,6581,5.0,1
15967,12621,5.0,1
17148,13575,5.0,1
26371,20957,5.0,1
59233,47235,5.0,1
6683,5317,5.0,1
66405,52929,5.0,1
103337,82458,5.0,1
111120,88597,5.0,1
64471,51367,5.0,1
78229,62325,5.0,1
101198,80755,5.0,1
40236,32110,5.0,1
53264,42451,5.0,1
24989,19851,5.0,1
36482,29154,5.0,1
37213,29750,5.0,1
42223,33707,5.0,1
43494,34679,5.0,1
48021,38258,5.0,1
50882,40549,5.0,1
87379,69692,5.0,1
107462,85661,5.0,1
67764,54006,5.0900001525878906,1
98553,78621,5.1999998092651367,1
36635,29261,5.2899999618530273,1
121476,96782,5.2899999618530273,1
90220,71956,5.2899999618530273,1
115799,92306,5.2899999618530273,1
9615,7630,5.3299999237060556,1
61696,49179,5.3299999237060556,1
92244,73591,5.3299999237060556,1
99704,79556,5.3299999237060556,1
124836,99502,5.3299999237060556,1
7052,5600,5.3299999237060556,1
49488,39453,5.3299999237060556,1
2880,2296,5.3299999237060556,1
59768,47671,5.3299999237060556,1
3177,2514,5.369999885559082,1
36876,29453,5.369999885559082,1
30216,24159,5.369999885559082,1
49382,39366,5.369999885559082,1
53539,42672,5.369999885559082,1
29491,23536,5.4899997711181641,1
40702,32477,5.4899997711181641,1
67724,53973,5.4899997711181641,1
71080,56575,5.4899997711181641,1
89582,71448,5.4899997711181641,1
119872,95473,5.4899997711181641,1
72552,57741,5.4899997711181641,1
119063,94841,5.4899997711181641,1
3138,2486,5.4899997711181641,1
3902,3116,5.4899997711181641,1
11714,9285,5.4899997711181641,1
17906,14199,5.4899997711181641,1
34101,27294,5.4899997711181641,1
67373,53680,5.4899997711181641,1
92189,73547,5.5,1
99612,79483,5.5,1
71902,57212,5.5,1
82277,65598,5.5,1
105125,83839,5.5,1
23008,18243,5.5,1
97772,78033,5.5,1
98211,78353,5.5,1
118343,94289,5.5,1
123168,98149,5.5500001907348633,1
102666,81947,5.5500001907348633,1
49154,39179,5.5900001525878906,1
42325,33802,5.5900001525878906,1
55535,44268,5.5900001525878906,1
35118,28070,5.5900001525878906,1
59731,47640,5.5900001525878906,1
62595,49863,5.5900001525878906,1
70870,56407,5.5900001525878906,1
103736,82778,5.5900001525878906,1
15490,12274,5.5999999046325684,1
68480,54551,5.5999999046325684,1
3873,3096,5.5999999046325684,1
22289,17676,5.5999999046325684,1
3054,2423,5.630000114440918,1
94985,75796,5.6399998664855957,1
10799,8569,5.6399998664855957,1
57002,45430,5.6399998664855957,1
23234,18413,5.690000057220459,1
67671,53926,5.690000057220459,1
21671,17194,5.690000057220459,1
35575,28421,5.7600002288818359,1
13970,11071,5.7600002288818359,1
68354,54459,5.7600002288818359,1
21718,17231,5.7600002288818359,1
36712,29328,5.7600002288818359,1
6820,5428,5.7600002288818359,1
9439,7497,5.8299999237060556,1
76661,61063,5.8299999237060556,1
68061,54229,5.8299999237060556,1
124008,98821,5.8299999237060556,1
4749,3772,5.8299999237060556,1
17094,13536,5.8299999237060556,1
102212,81574,5.8299999237060556,1
110526,88150,5.8299999237060556,1
3293,2614,5.9000000953674316,1
72668,57831,5.9000000953674316,1
111374,88804,5.9000000953674316,1
34364,27481,5.9000000953674316,1
48952,39010,5.9000000953674316,1
78332,62422,5.9000000953674316,1
86996,69412,5.9000000953674316,1
88266,70371,5.9000000953674316,1
112475,89686,5.9000000953674316,1
115015,91705,5.9000000953674316,1
10707,8500,5.9000000953674316,1
14584,11534,5.9000000953674316,1
24812,19712,5.9000000953674316,1
66694,53159,5.9000000953674316,1
98520,78601,5.9000000953674316,1
3705,2965,5.9000000953674316,1
42603,34010,5.9000000953674316,1
50345,40129,5.9000000953674316,1
87053,69454,5.9000000953674316,1
51814,41318,5.929999828338623,1
32306,25845,5.940000057220459,1
18616,14742,5.940000057220459,1
2339,1861,5.9499998092651367,1
22992,18232,5.9499998092651367,1
32559,26042,5.9499998092651367,1
71124,56604,5.9499998092651367,1
98619,78674,5.9499998092651367,1
14181,11228,5.9499998092651367,1
21694,17211,5.9499998092651367,1
25548,20306,5.9499998092651367,1
33442,26759,5.9499998092651367,1
54159,43167,5.9499998092651367,1
58227,46423,5.9499998092651367,1
73349,58389,5.9499998092651367,1
75611,60216,5.9499998092651367,1
103979,82950,5.9499998092651367,1
108098,86191,5.9499998092651367,1
1701,1380,5.9499998092651367,1
3598,2875,5.9499998092651367,1
14222,11271,5.9499998092651367,1
19020,15069,5.9499998092651367,1
25949,20635,5.9499998092651367,1
59879,47765,5.9499998092651367,1
68279,54396,5.9499998092651367,1
81110,64640,5.9499998092651367,1
2054,1631,5.9499998092651367,1
6414,5093,5.9499998092651367,1
78551,62586,5.9499998092651367,1
2895,2308,5.9499998092651367,1
5230,4158,5.9499998092651367,1
7577,6013,5.9499998092651367,1
17216,13637,5.9499998092651367,1
27829,22155,5.9499998092651367,1
40722,32499,5.9499998092651367,1
40923,32668,5.9499998092651367,1
50873,40540,5.9499998092651367,1
67329,53645,5.9499998092651367,1
75994,60533,5.9499998092651367,1
79688,63493,5.9499998092651367,1
80868,64450,5.9499998092651367,1
86666,69132,5.9800000190734863,1
95919,76517,5.9800000190734863,1
99456,79342,5.9800000190734863,1
102112,81492,5.9800000190734863,1
49709,39623,5.9800000190734863,1
50840,40512,5.9800000190734863,1
96743,77218,5.9800000190734863,1
105261,83951,5.9800000190734863,1
1350,1093,5.9800000190734863,1
23051,18275,5.9800000190734863,1
75746,60323,5.9800000190734863,1
6662,5300,5.9899997711181641,1
8191,6494,5.9899997711181641,1
11362,9022,5.9899997711181641,1
13234,10495,5.9899997711181641,1
18605,14734,5.9899997711181641,1
27754,22096,5.9899997711181641,1
30740,24581,5.9899997711181641,1
34476,27568,5.9899997711181641,1
36377,29058,5.9899997711181641,1
49239,39243,5.9899997711181641,1
54140,43154,5.9899997711181641,1
81262,64758,5.9899997711181641,1
115676,92215,5.9899997711181641,1
2767,2196,5.9899997711181641,1
12919,10250,5.9899997711181641,1
14724,11638,5.9899997711181641,1
17700,14039,5.9899997711181641,1
26370,20956,5.9899997711181641,1
38253,30587,5.9899997711181641,1
42100,33626,5.9899997711181641,1
45604,36405,5.9899997711181641,1
47622,37962,5.9899997711181641,1
48302,38476,5.9899997711181641,1
51119,40759,5.9899997711181641,1
54792,43652,5.9899997711181641,1
56660,45152,5.9899997711181641,1
58635,46770,5.9899997711181641,1
62183,49551,5.9899997711181641,1
62913,50114,5.9899997711181641,1
82349,65645,5.9899997711181641,1
82522,65790,5.9899997711181641,1
85307,68027,5.9899997711181641,1
90520,72197,5.9899997711181641,1
91230,72765,5.9899997711181641,1
91538,73022,5.9899997711181641,1
95301,76031,5.9899997711181641,1
106316,84779,5.9899997711181641,1
108845,86777,5.9899997711181641,1
118035,94041,5.9899997711181641,1
122504,97624,5.9899997711181641,1
123214,98194,5.9899997711181641,1
125046,99682,5.9899997711181641,1
20931,16584,5.9899997711181641,1
25989,20662,5.9899997711181641,1
26953,21424,5.9899997711181641,1
52507,41877,5.9899997711181641,1
58022,46257,5.9899997711181641,1
65596,52291,5.9899997711181641,1
70473,56107,5.9899997711181641,1
84092,67071,5.9899997711181641,1
92205,73564,5.9899997711181641,1
113221,90289,5.9899997711181641,1
121663,96956,5.9899997711181641,1
122815,97880,5.9899997711181641,1
227,177,5.9899997711181641,1
9306,7377,5.9899997711181641,1
27938,22234,5.9899997711181641,1
76223,60725,5.9899997711181641,1
85008,67802,5.9899997711181641,1
97245,77625,5.9899997711181641,1
123195,98176,5.9899997711181641,1
1591,1284,5.9899997711181641,1
8066,6385,5.9899997711181641,1
10671,8472,5.9899997711181641,1
15261,12084,5.9899997711181641,1
17800,14117,5.9899997711181641,1
38388,30692,5.9899997711181641,1
38394,30697,5.9899997711181641,1
38923,31105,5.9899997711181641,1
40300,32155,5.9899997711181641,1
51263,40877,5.9899997711181641,1
52664,41992,5.9899997711181641,1
56306,44886,5.9899997711181641,1
57246,45630,5.9899997711181641,1
57852,46146,5.9899997711181641,1
58174,46378,5.9899997711181641,1
59892,47779,5.9899997711181641,1
62980,50163,5.9899997711181641,1
69216,55132,5.9899997711181641,1
73521,58532,5.9899997711181641,1
78415,62488,5.9899997711181641,1
86057,68640,5.9899997711181641,1
87391,69699,5.9899997711181641,1
97483,77800,5.9899997711181641,1
101168,80726,5.9899997711181641,1
102313,81664,5.9899997711181641,1
105836,84393,5.9899997711181641,1
107401,85613,5.9899997711181641,1
118251,94221,5.9899997711181641,1
119942,95535,5.9899997711181641,1
122745,97827,5.9899997711181641,1
16852,13345,6.0,1
40619,32416,6.0,1
57350,45720,6.0,1
70083,55801,6.0,1
86821,69271,6.0,1
102261,81621,6.0,1
122842,97896,6.0,1
13892,11009,6.0,1
22211,17612,6.0,1
22474,17814,6.0,1
29752,23767,6.0,1
41825,33398,6.0,1
54024,43044,6.0,1
54169,43178,6.0,1
54787,43650,6.0,1
61013,48662,6.0,1
67428,53725,6.0,1
75314,59981,6.0,1
75338,59998,6.0,1
79897,63663,6.0,1
93177,74354,6.0,1
109143,87016,6.0,1
125051,99686,6.0,1
26066,20726,6.0,1
65947,52549,6.0,1
83509,66577,6.0,1
101397,80917,6.0,1
112771,89922,6.0,1
34052,27256,6.0,1
46125,36804,6.0,1
82532,65800,6.0,1
113265,90320,6.0,1
13878,11001,6.0,1
28905,23049,6.0,1
32144,25708,6.0,1
35682,28502,6.0,1
45930,36646,6.0,1
48934,38993,6.0,1
50069,39913,6.0,1
80701,64311,6.0,1
102798,82053,6.0,1
104454,83307,6.0,1
104638,83464,6.0,1
9045,7178,6.070000171661377,1
92607,73887,6.070000171661377,1
34491,27576,6.070000171661377,1
15852,12539,6.070000171661377,1
24597,19547,6.070000171661377,1
78617,62646,6.070000171661377,1
41379,33013,6.070000171661377,1
56399,44950,6.070000171661377,1
82619,65869,6.070000171661377,1
98018,78214,6.0799999237060556,1
26183,20814,6.0799999237060556,1
56138,44746,6.179999828338623,1
288,233,6.179999828338623,1
53743,42832,6.179999828338623,1
86960,69377,6.25,1
32896,26328,6.25,1
41847,33418,6.25,1
76886,61249,6.25,1
93785,74856,6.25,1
80057,63808,6.25,1
116345,92707,6.2899999618530273,1
23216,18402,6.3299999237060556,1
47287,37692,6.3299999237060556,1
76829,61202,6.3499999046325684,1
72287,57513,6.3499999046325684,1
103008,82219,6.3499999046325684,1
87724,69959,6.3600001335144043,1
64844,51703,6.3600001335144043,1
32324,25860,6.3600001335144043,1
44838,35806,6.3600001335144043,1
93611,74714,6.3600001335144043,1
56319,44897,6.3600001335144043,1
13499,10700,6.3600001335144043,1
44676,35687,6.369999885559082,1
85080,67853,6.369999885559082,1
107314,85543,6.369999885559082,1
20405,16168,6.3899998664855957,1
38345,30658,6.3899998664855957,1
73535,58539,6.3899998664855957,1
92853,74099,6.3899998664855957,1
108793,86736,6.3899998664855957,1
118079,94074,6.3899998664855957,1
120936,96336,6.3899998664855957,1
30356,24270,6.3899998664855957,1
94156,75150,6.3899998664855957,1
106335,84795,6.3899998664855957,1
105037,83768,6.4099998474121085,1
107521,85706,6.4099998474121085,1
38770,30993,6.4099998474121085,1
57578,45924,6.4099998474121085,1
31359,25091,6.440000057220459,1
82612,65863,6.440000057220459,1
78311,62402,6.4499998092651367,1
33821,27067,6.4499998092651367,1
69586,55420,6.4499998092651367,1
82916,66107,6.4499998092651367,1
27372,21764,6.4499998092651367,1
35628,28459,6.4899997711181641,1
43773,34906,6.4899997711181641,1
58813,46909,6.4899997711181641,1
79038,62975,6.4899997711181641,1
106963,85278,6.4899997711181641,1
2982,2369,6.4899997711181641,1
49061,39090,6.4899997711181641,1
57302,45682,6.4899997711181641,1
119142,94903,6.4899997711181641,1
125078,99702,6.4899997711181641,1
25637,20369,6.4899997711181641,1
28322,22557,6.4899997711181641,1
60668,48382,6.4899997711181641,1
84980,67773,6.4899997711181641,1
108515,86509,6.4899997711181641,1
90570,72238,6.4899997711181641,1
115408,92009,6.4899997711181641,1
15357,12165,6.4899997711181641,1
20932,16585,6.4899997711181641,1
47200,37613,6.4899997711181641,1
78192,62297,6.4899997711181641,1
79489,63345,6.4899997711181641,1
85082,67855,6.4899997711181641,1
4813,3825,6.5,1
14518,11484,6.5,1
28215,22462,6.5,1
34236,27391,6.5,1
64933,51767,6.5,1
81407,64880,6.5,1
116469,92809,6.5,1
2415,1918,6.5,1
25565,20315,6.5,1
29251,23335,6.5,1
32235,25786,6.5,1
35941,28712,6.5,1
38241,30576,6.5,1
48477,38624,6.5,1
56999,45428,6.5,1
94141,75144,6.5,1
103693,82749,6.5,1
106270,84736,6.5,1
114727,91490,6.5,1
121217,96579,6.5,1
21031,16665,6.5,1
66900,53316,6.5,1
